timestamp_utc,price_hkd,base_iv_hkd,discount_pct,ok_vehicle_gm,ok_fcf,ok_techsvc,ok_robotics,kpi_pass,signal,rating_upgrade
2025-12-29T06:23:33Z,80.4,15.314,425.008,0,0,0,0,0,观察,0
2025-12-29T06:33:33Z,80.4,15.314,425.008,0,0,0,0,0,观察,0
2025-12-29T07:55:51Z,79.15,15.314,416.846,0,0,0,0,0,观察,0
2025-12-29T08:07:36Z,79.05,15.314,416.193,0,0,0,0,0,观察,0
2025-12-29T08:17:42Z,79.15,15.314,416.846,0,0,0,0,0,观察,0
2025-12-29T12:21:23Z,79.05,15.314,416.193,0,0,0,0,0,观察,0
